timestamp,tcp_established,tcp_syn_recv,tcp_time_wait,tcp_listen
1774516443,0,0,0,0
1774516444,0,0,0,0
1774516445,0,0,0,0
1774516446,0,0,0,0
1774516447,0,0,0,0
1774516448,0,0,0,0
1774516449,0,0,0,0
1774516450,0,0,0,0
1774516451,0,0,0,0
1774516452,0,0,0,0
1774516453,0,0,0,0
1774516454,0,0,0,0
1774516455,0,0,0,0
1774516456,0,0,0,0
1774516457,0,0,0,0
1774516458,0,0,0,0
1774516459,0,0,0,0
1774516460,0,0,0,0
1774516461,0,0,0,0
1774516462,0,0,0,0
1774516463,0,0,0,0
1774516464,0,0,0,0
1774516465,0,0,0,0
1774516466,0,0,0,0
1774516467,0,0,0,0
1774516468,0,0,0,0
1774516469,0,0,0,0
1774516470,0,0,0,0
1774516471,0,0,0,0
1774516472,0,0,0,0
1774516473,0,0,0,0
1774516474,0,0,0,0
1774516475,0,0,0,0
1774516476,0,0,0,0
1774516477,0,0,0,0
1774516478,0,0,0,0
1774516479,0,0,0,0
1774516480,0,0,0,0
1774516482,0,0,0,0
1774516483,0,0,0,0
1774516484,0,0,0,0
1774516485,0,0,0,0
1774516486,0,0,0,0
1774516487,0,0,0,0
1774516488,0,0,0,0
1774516489,0,0,0,0
1774516490,0,0,0,0
1774516491,0,0,0,0
1774516492,0,0,0,0
1774516493,0,0,0,0
1774516494,0,0,0,0
1774516495,0,0,0,0
1774516496,0,0,0,0
1774516497,0,0,0,0
1774516498,0,0,0,0
1774516499,0,0,0,0
1774516500,0,0,0,0
1774516501,0,0,0,0
1774516502,0,0,0,0
1774516503,0,0,0,0
1774516504,0,0,0,0
1774516505,0,0,0,0
1774516506,0,0,0,0
1774516507,0,0,0,0
1774516508,0,0,0,0
1774516509,0,0,0,0
1774516510,0,0,0,0
1774516511,0,0,0,0
1774516512,0,0,0,0
1774516513,0,0,0,0
1774516514,0,0,0,0
1774516515,0,0,0,0
1774516516,0,0,0,0
1774516517,0,0,0,0
1774516518,0,0,0,0
1774516519,0,0,0,0
1774516520,0,0,0,0
1774516521,0,0,0,0
1774516522,0,0,0,0
1774516523,0,0,0,0
1774516524,0,0,0,0
1774516525,0,0,0,0
1774516526,0,0,0,0
1774516527,0,0,0,0
1774516528,0,0,0,0
1774516529,0,0,0,0
1774516531,0,0,0,0
1774516532,0,0,0,0
1774516533,0,0,0,0
1774516534,0,0,0,0
1774516535,0,0,0,0
1774516536,0,0,0,0
1774516537,0,0,0,0
1774516538,0,0,0,0
